Fiyat,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ortalama Yakıt Tüketimi,Yakıt Deposu
10.750.000 TL,BMW,M Serisi,M4,2021,29.181 km,Otomatik,Benzin,Bordo,Cabrio,2501 - 3000 cm3,501 - 525 HP,4WD (Sürekli),"
",Takasa Uygun
1.655.750 TL,Mercedes - Benz,C,C 200 d BlueTEC AMG,2017,128.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Arkadan İtiş,"4,2 lt",41 lt
1.080.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2017,208.000 km,Otomatik,Dizel,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
4.150.000 TL,BMW,5 Serisi,520i Edition M Sport,2023,6.001 km,Otomatik,Benzin,Sedan,Siyah,1597 cc,170 hp,Arkadan İtiş,"7,1 lt",68 lt
1.125.000 TL,BMW,3 Serisi,320d Luxury,2013,280.000 km,Otomatik,Dizel,Sedan,Lacivert,1995 cc,184 hp,Arkadan İtiş,"4,4 lt",57 lt
3.330.000 TL,Mercedes - Benz,E,200 d AMG,2020,78.000 km,Otomatik,Dizel,Sedan,Füme,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,"
",Takasa Uygun
1.499.900 TL,Mercedes - Benz,E,250 CDI BlueEFFICIENCY Avantgarde,2009,250.000 km,Otomatik,Dizel,Sedan,Siyah,2143 cc,204 hp,Arkadan İtiş,"6,2 lt",59 lt
1.390.000 TL,Volvo,V40 Cross Country,1.5 T3 Advance,2018,69.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun Değil
1.785.000 TL,BMW,5 Serisi,525d xDrive Executive M Sport,2014,171.000 km,Otomatik,Dizel,Sedan,Beyaz,1995 cc,218 hp,4WD (Sürekli),"5,1 lt",70 lt
1.199.000 TL,Honda,Civic,1.6 i-VTEC Eco Executive,2018,95.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1597 cc,125 hp,Önden Çekiş,"6,7 lt",47 lt
1.039.900 TL,Mercedes - Benz,E,200 Kompressor Avantgarde,2004,298.000 km,Otomatik,LPG & Benzin,Sedan,Lacivert,1796 cc,163 hp,Arkadan İtiş,"8,7 lt",65 lt
1.350.000 TL,Audi,A3,A3 Sedan 1.6 TDI Design Line,2018,169.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
1.090.000 TL,Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2015,165.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun Değil
1.495.999 TL,Ford,Focus,1.5 TDCi Trend X,2022,10.000 km,Otomatik,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
5.275.000 TL,Audi,A6,A6 Sedan 45 TFSI Quattro S Line,2023,6.100 km,Otomatik,Benzin,Sedan,Gri,1801 - 2000 cm3,251 - 275 HP,4WD (Sürekli),"
",Takasa Uygun Değil
1.050.000 TL,Mercedes - Benz,A,A 180 Style,2013,90.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
1.285.000 TL,BMW,5 Serisi,525d xDrive M Sport,2012,265.000 km,Otomatik,Dizel,Sedan,Siyah,1995 cc,218 hp,4WD (Sürekli),"5,1 lt",70 lt
1.230.000 TL,Mercedes - Benz,A,A 180 d AMG,2016,114.000 km,Otomatik,Dizel,Hatchback/5,Füme,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
4.130.000 TL,BMW,i Serisi,i5 eDrive30 M Sport,2023,6.100 km,Otomatik,Elektrik,Sedan,Siyah,-,201 - 225 HP,Arkadan İtiş,"
",Takasa Uygun Değil
3.600.000 TL,Tesla,Model S,P100D,2018,145.000 km,Otomatik,Elektrik,Hatchback/5,Beyaz,-,772 hp,4WD (Sürekli),"
",Takasa Uygun Değil
10.250.000 TL,Porsche,Taycan,2023,6.001 km,Otomatik,Elektrik,Sedan,Siyah,-,576 - 600 HP,AWD (Elektronik),İkinci El,Takasa Uygun,Galeriden
1.539.999 TL,Audi,A5,A5 Sportback 2.0 TDI,2015,225.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1968 cc,190 hp,Önden Çekiş,"4,5 lt",65 lt
1.800.000 TL,Mercedes - Benz,CLA,200 AMG,2017,41.950 km,Otomatik,Benzin,Coupe,Mavi,1401 - 1600 cm3,151 - 175 HP,Önden Çekiş,"
",Takasa Uygun
1.415.000 TL,Audi,A3,A3 Sedan 35 TFSI Design,2020,82.000 km,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun
1.774.900 TL,BMW,3 Serisi,320i ED 40th Year Edition,2016,126.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,"
",Takasa Uygun Değil
1.320.000 TL,Audi,A3,A3 Sedan 1.6 TDI Design Line,2018,206.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
1.249.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,208.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
1.350.000 TL,BMW,3 Serisi,320i ED Luxury Line,2016,160.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,170 hp,Arkadan İtiş,"5,3 lt",60 lt
1.005.000 TL,Skoda,SuperB,1.4 TSI Active,2016,154.000 km,Düz,Benzin,Sedan,Beyaz,1395 cc,125 hp,Önden Çekiş,"5,3 lt",60 lt
1.400.000 TL,Mercedes - Benz,C,C 180 BlueEFFICIENCY Fascination,2014,128.000 km,Otomatik,Benzin,Sedan,Mavi (metalik),1595 cc,156 hp,Arkadan İtiş,"6,4 lt",59 lt
1.495.000 TL,Audi,A6,A6 Sedan 2.0 TDI,2014,300.000 km,Otomatik,Dizel,Sedan,Siyah,1968 cc,177 hp,Önden Çekiş,5 lt,65 lt
1.260.000 TL,Toyota,Corolla,1.5 Dream,2022,16.500 km,Otomatik,Benzin,Sedan,Gri (metalik),1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt
3.075.750 TL,Mercedes - Benz,E,220 D Exclusive,2018,127.000 km,Otomatik,Dizel,Sedan,Beyaz,1950 cc,194 hp,4WD (Sürekli),"4,8 lt",50 lt
1.725.750 TL,BMW,3 Serisi,320d Premium Line,2018,95.000 km,Otomatik,Dizel,Sedan,Siyah,1995 cc,190 hp,Arkadan İtiş,4 lt,57 lt
2.250.750 TL,Audi,A6,A6 Sedan 2.0 TDI Quattro,2016,140.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1968 cc,190 hp,4WD (Sürekli),"4,4 lt",65 lt
1.279.900 TL,Volvo,V40 Cross Country,1.5 T3 Advance,2015,99.000 km,Yarı Otomatik,Benzin,Hatchback/5,Kahverengi,1498 cc,152 hp,Önden Çekiş,"5,6 lt",62 lt
1.095.000 TL,Mercedes - Benz,C,C 200 Kompressor Avantgarde,2008,116.338 km,Otomatik,Benzin,Sedan,Siyah,1796 cc,184 hp,Arkadan İtiş,"8,7 lt",66 lt
1.090.000 TL,Seat,Leon,1.6 TDI Style,2018,74.000 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt
1.375.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2017,292.721 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Belirtilmemiş,Takasa Uygun
1.075.000 TL,Honda,Accord,2.0 Executive,2011,107.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1998 cc,156 hp,Önden Çekiş,"7,3 lt",65 lt
1.498.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Business,2020,154.000 km,Yarı Otomatik,Dizel,Station wagon,Siyah,1598 cc,120 hp,Önden Çekiş,"4,4 lt",66 lt
1.425.000 TL,Mercedes - Benz,C,C 200 d BlueTEC AMG,2015,197.000 km,Otomatik,Dizel,Sedan,Mavi,1598 cc,136 hp,Arkadan İtiş,"4,2 lt",41 lt
1.589.950 TL,Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,30.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Arkadan İtiş,"4,2 lt",41 lt
1.345.000 TL,BMW,1 Serisi,118i M Sport,2018,117.000 km,Otomatik,Benzin,Hatchback/5,Mavi,1499 cc,136 hp,Arkadan İtiş,"5,1 lt",52 lt
1.200.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2016,190.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
1.400.000 TL,BMW,3 Serisi,320d GT Modern Line,2013,210.000 km,Otomatik,Dizel,Hatchback/5,Kahverengi,1801 - 2000 cm3,176 - 200 HP,Arkadan İtiş,"
",Takasa Uygun
1.600.000 TL,Mercedes - Benz,C,C 200 d BlueTEC Fascination,2016,222.000 km,Otomatik,Dizel,Sedan,Gri,1598 cc,136 hp,Arkadan İtiş,"4,2 lt",41 lt
2.345.000 TL,Volvo,V90 Cross Country,2.0 D D5 Pro,2020,159.122 km,Otomatik,Dizel,Station wagon,Mavi,1969 cc,235 hp,4WD (Sürekli),"5,3 lt",60 lt
1.500.000 TL,Jaguar,XF,2.2 D,2012,165.000 km,Otomatik,Dizel,Sedan,Beyaz,2179 cc,190 hp,Arkadan İtiş,"5,4 lt",69 lt
1.375.000 TL,Toyota,Corolla,1.5 Vision Plus,2024,17.000 km,Otomatik,Benzin,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
2.190.000 TL,Mercedes - Benz,CLS,350 CDI AMG,2014,236.745 km,Otomatik,Dizel,Sedan,Siyah,2987 cc,265 hp,4WD (Sürekli),"6,9 lt",59 lt
2.380.000 TL,BMW,3 Serisi,320i Sport Line,2021,60.000 km,Otomatik,Benzin,Sedan,Mavi,1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt
1.975.000 TL,Mercedes - Benz,E,250 CDI Elite,2014,240.000 km,Otomatik,Dizel,Sedan,Beyaz,2143 cc,204 hp,4WD (Sürekli),"5,7 lt",59 lt
1.590.000 TL,Mercedes - Benz,E,180 Style,2015,115.000 km,Otomatik,Benzin,Sedan,Siyah,1595 cc,156 hp,Arkadan İtiş,"6,6 lt",59 lt
1.495.000 TL,Skoda,SuperB,1.5 TSI Premium,2021,116.571 km,Yarı Otomatik,Benzin,Sedan,Gri,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt
1.460.000 TL,Mercedes - Benz,CLA,200 AMG,2013,132.462 km,Otomatik,Benzin,Coupe,Beyaz,1595 cc,156 hp,Önden Çekiş,"5,1 lt",50 lt
1.269.000 TL,Renault,Megane,1.3 TCe Icon,2023,77.500 km,Otomatik,Benzin,Sedan,Lacivert,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun
1.300.000 TL,BMW,3 Serisi,320i ED Modern Line,2014,120.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,"
",Takasa Uygun
1.355.000 TL,BMW,5 Serisi,520i Executive Plus,2016,263.196 km,Otomatik,Benzin,Sedan,Beyaz,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
1.175.000 TL,Honda,Civic,1.6 i-VTEC ECO Elegance,2017,62.500 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,İkinci El,Belirtilmemiş,Sahibinden,
1.110.000 TL,Toyota,Corolla,1.6 Dream,2019,87.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1598 cc,132 hp,Önden Çekiş,"5,8 lt",50 lt
1.325.000 TL,MINI,Cooper,1.5 D Salt Pepper Chili,2019,73.221 km,Otomatik,Dizel,Hatchback/5,Mavi,1496 cc,116 hp,Önden Çekiş,"3,8 lt",44 lt
1.350.000 TL,BMW,3 Serisi,320i ED 40th Year Edition,2015,188.000 km,Otomatik,Benzin,Sedan,Füme,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,"
",Takasa Uygun
1.060.000 TL,Toyota,Corolla,1.6 Vision,2020,110.000 km,Yarı Otomatik,Benzin,Sedan,Siyah,1598 cc,132 hp,Önden Çekiş,"5,5 lt",50 lt
2.500.000 TL,Mercedes - Benz,E,180 Exclusive,2022,153.000 km,Otomatik,Benzin,Sedan,Beyaz,1595 cc,156 hp,Arkadan İtiş,"6,5 lt",50 lt
1.015.000 TL,Hyundai,Elantra,1.6 MPI Style Comfort,2021,97.000 km,Otomatik,Benzin,Sedan,Gri,1598 cc,123 hp,Önden Çekiş,"6,2 lt",47 lt
2.245.000 TL,Mercedes - Benz,CLS,350 CDI,2011,73.580 km,Otomatik,Dizel,Coupe,Siyah,2987 cc,265 hp,Arkadan İtiş,"6,1 lt",80 lt
1.095.000 TL,Audi,A3,A3 Sportback 1.6 TDI Attraction,2016,114.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598 cc,110 hp,Önden Çekiş,"3,9 lt",50 lt
1.785.000 TL,Audi,A4,A4 Sedan 1.4 TFSI Design,2016,78.000 km,Yarı Otomatik,Benzin,Sedan,Siyah,1395 cc,150 hp,Önden Çekiş,"5,2 lt",54 lt
1.040.000 TL,Toyota,Corolla,1.6 Premium 50.Yıl,2017,115.600 km,Otomatik,LPG & Benzin,Sedan,Gri,1598 cc,132 hp,Önden Çekiş,"6,1 lt",55 lt
1.257.500 TL,Mercedes - Benz,CLA,200 AMG,2016,80.000 km,Otomatik,Benzin,Sedan,Kırmızı,1595 cc,156 hp,Önden Çekiş,"5,5 lt",50 lt
1.267.500 TL,BMW,5 Serisi,520i M Sport,2013,280.000 km,Otomatik,Benzin,Sedan,Siyah,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
2.475.000 TL,Volkswagen,Passat,1.5 TSi Elegance,2021,19.000 km,Yarı Otomatik,Benzin,Sedan,Gri (metalik),1498 cc,150 hp,Önden Çekiş,"5,3 lt",66 lt
2.400.000 TL,BMW,7 Serisi,730d xDrive Standart,2014,280.000 km,Otomatik,Dizel,Sedan,Siyah,2993 cc,258 hp,4WD (Sürekli),6 lt,80 lt
1.350.000 TL,Audi,A6,A6 Sedan 2.0 TDI,2012,246.000 km,Otomatik,Dizel,Sedan,Siyah,1968 cc,177 hp,Önden Çekiş,5 lt,65 lt
1.380.000 TL,BMW,3 Serisi,320i ED Luxury Line,2016,157.000 km,Otomatik,Benzin,Sedan,Siyah,1598 cc,170 hp,Arkadan İtiş,"5,3 lt",60 lt
1.179.000 TL,BMW,3 Serisi,320i ED Modern Line,2014,136.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,170 hp,Arkadan İtiş,"5,3 lt",60 lt
1.120.000 TL,Toyota,Corolla,1.5 Vision,2021,52.000 km,Otomatik,Benzin,Sedan,Beyaz,1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt
1.250.000 TL,BMW,5 Serisi,520d Dynamic,2011,298.000 km,Otomatik,Dizel,Sedan,Siyah,1995 cc,184 hp,Arkadan İtiş,"5,2 lt",70 lt
1.000.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2017,261.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
1.310.000 TL,Toyota,Corolla,1.5 Dream,2023,23.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
1.395.000 TL,Renault,Megane,1.3 TCe Icon,2024,22.000 km,Otomatik,Benzin,Sedan,Gri,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun
1.170.000 TL,Skoda,SuperB,1.6 TDI Prestige,2016,260.000 km,Otomatik,Dizel,Sedan,Füme,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Belirtilmemiş,Takasa Uygun
1.420.000 TL,Audi,A3,A3 Sedan 35 TFSI Sport,2020,69.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun
1.429.000 TL,Honda,Civic,1.5 i-VTEC Eco Elegance,2023,53.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1498 cc,129 hp,Önden Çekiş,"6,5 lt",47 lt
1.190.000 TL,BMW,5 Serisi,520i Premium,2013,223.000 km,Otomatik,Benzin,Sedan,Beyaz,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
1.717.750 TL,Mercedes - Benz,A,A 180 Style,2020,21.500 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1332 cc,136 hp,Önden Çekiş,"5,8 lt",43 lt
1.025.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,144.000 km,Düz,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt
1.025.000 TL,Ford,Focus,1.5 TDCi Trend X,2020,108.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,"4,3 lt",47 lt
1.119.000 TL,Honda,Civic,1.6 i-VTEC ECO Elegance,2016,82.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1598 cc,125 hp,Önden Çekiş,"6,7 lt",50 lt
1.240.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014,145.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun Değil
1.679.000 TL,DS Automobiles,DS4,1.5 BlueHDi Performance Line,2023,34.700 km,Otomatik,Dizel,Hatchback/5,Kırmızı,1499 cc,132 hp,Önden Çekiş,"3,8 lt",53 lt
1.145.000 TL,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,2017,125.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
1.015.000 TL,Volkswagen,Golf,1.4 TSi Comfortline,2017,140.500 km,Otomatik,Benzin,Hatchback/5,Gri,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
1.365.000 TL,Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2016,108.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun Değil
1.489.750 TL,BMW,1 Serisi,116d First Edition Sport Line,2020,105.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1496 cc,116 hp,Önden Çekiş,"4,2 lt",42 lt
1.050.000 TL,Mercedes - Benz,SLK,200 Kompressor,2006,170.000 km,Otomatik,Benzin,Roadster,Siyah,1795 cc,163 hp,Arkadan İtiş,"8,8 lt",70 lt
1.639.500 TL,Volkswagen,Passat,1.5 TSi Business,2021,40.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun
1.065.900 TL,Renault,Clio,1.0 TCe Evolution,2024,17.200 km,Otomatik,Benzin,Hatchback/5,Füme,999 cc,90 hp,Önden Çekiş,6 lt,42 lt
1.769.000 TL,BMW,1 Serisi,116d First Edition M Sport,2021,76.500 km,Otomatik,Dizel,Hatchback/5,Beyaz,1496 cc,116 hp,Önden Çekiş,"4,2 lt",42 lt
1.070.000 TL,Volkswagen,Golf,1.4 TSi Highline,2014,193.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
1.290.000 TL,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,85.000 km,Otomatik,LPG & Benzin,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun Değil
1.353.000 TL,Fiat,500 Ailesi,500E La Prima,2023,6.111 km,Otomatik,Elektrik,Mavi,Cabrio,-,101 - 125 HP,Önden Çekiş,"
",Takasa Uygun
5.550.000 TL,Mercedes - Benz,E,180 Edition E,2024,6.101 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,"
",Takasa Uygun Değil
1.275.000 TL,BMW,3 Serisi,320d Luxury,2011,120.000 km,Otomatik,Dizel,Siyah,Coupe,1995 cc,184 hp,Arkadan İtiş,"5,3 lt",61 lt
1.750.000 TL,Volkswagen,Passat,1.5 TSi Business,2022,44.000 km,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun
1.149.000 TL,Volkswagen,VW CC,1.4 TSi,2015,156.000 km,Otomatik,Benzin,Coupe,Beyaz,1201 - 1400 cm3,151 - 175 HP,Önden Çekiş,"
",Takasa Uygun Değil
2.010.000 TL,Honda,S2000,2.0 Vtec,2005,155.000 km,Düz,Benzin,Roadster,Sarı,1997 cc,240 hp,Arkadan İtiş,10 lt,50 lt
4.275.000 TL,Porsche,Panamera,Diesel,2013,143.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,2967 cc,300 hp,Arkadan İtiş,"6,4 lt",80 lt
1.315.000 TL,Volkswagen,Passat,2.0 TDi BlueMotion Business,2020,197.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,126 - 150 HP,Önden Çekiş,"
",Takasa Uygun
1.050.000 TL,Hyundai,i20,1.4 MPI Jump,2024,6.002 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,100 hp,Önden Çekiş,"6,1 lt",40 lt
1.799.000 TL,BMW,5 Serisi,520i Executive,2016,97.000 km,Otomatik,Benzin,Sedan,Beyaz,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
1.535.000 TL,Volkswagen,Passat,1.5 TSi Impression,2021,26.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1498 cc,150 hp,Önden Çekiş,"5,3 lt",66 lt
1.850.000 TL,Volkswagen,Arteon,2.0 TDI Elegance,2017,237.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1968 cc,240 hp,4WD (Sürekli),"5,9 lt",66 lt
1.150.000 TL,Toyota,Corolla,1.5 Dream,2022,67.000 km,Otomatik,Benzin,Sedan,Gri,1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt
2.830.000 TL,Mercedes - Benz,E,220 D Exclusive,2017,173.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),Belirtilmemiş,Takasa Uygun
1.725.000 TL,Audi,A4,A4 Sedan 2.0 TDI Quattro Dynamic,2017,180.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),"
",Takasa Uygun
1.795.000 TL,BMW,4 Serisi,420d M Sport,2013,169.000 km,Otomatik,Dizel,Mavi,Coupe,1995 cc,184 hp,Arkadan İtiş,"4,6 lt",57 lt
2.100.000 TL,Audi,A5,A5 Sportback 1.4 TFSI,2017,110.084 km,Yarı Otomatik,Benzin,Hatchback/5,Sarı,1395 cc,150 hp,Önden Çekiş,"5,5 lt",54 lt
2.060.000 TL,BMW,3 Serisi,320i First Edition M Sport,2020,113.500 km,Otomatik,Benzin,Sedan,Siyah,1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt
1.420.000 TL,Toyota,Corolla,1.5 Flame X-Pack,2023,19.800 km,Otomatik,Benzin,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Belirtilmemiş,Takasa Uygun
1.235.000 TL,BMW,3 Serisi,320d M Sport,2012,169.400 km,Otomatik,Dizel,Beyaz,Coupe,1995 cc,184 hp,Arkadan İtiş,"5,3 lt",61 lt
1.375.800 TL,BMW,5 Serisi,520i Premium,2014,186.000 km,Otomatik,Benzin,Sedan,Siyah,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
3.199.500 TL,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2024,6.001 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,201 - 225 HP,4WD (Sürekli),"
",Takasa Uygun Değil
1.875.000 TL,Mercedes - Benz,C,C 200 AMG,2018,90.000 km,Otomatik,Benzin,Sedan,Beyaz,1497 cc,184 hp,4WD (Sürekli),"6,7 lt",41 lt
1.060.000 TL,Honda,Civic,1.6 i-VTEC ECO Elegance,2017,166.000 km,Otomatik,LPG & Benzin,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Belirtilmemiş,Takasa Uygun
1.125.000 TL,Ford,Focus,1.5 TDCi Titanium,2018,118.950 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,"4,3 lt",47 lt
1.497.500 TL,Mercedes - Benz,C,C 200 d BlueTEC Comfort,2018,140.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Arkadan İtiş,"4,2 lt",41 lt
3.175.000 TL,Audi,A5,A5 Sportback 45 TFSI Quattro S Line,2020,42.046 km,Otomatik,Benzin,Hatchback/5,Gri,1801 - 2000 cm3,251 - 275 HP,4WD (Sürekli),Belirtilmemiş,Takasa Uygun
1.249.000 TL,Mercedes - Benz,C,C 200 d BlueTEC Style,2016,179.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Arkadan İtiş,"4,2 lt",41 lt
3.300.000 TL,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2024,6.001 km,Otomatik,Dizel,Sedan,Beyaz,1801 - 2000 cm3,201 - 225 HP,4WD (Sürekli),"
",Takasa Uygun
1.165.000 TL,Renault,Megane,1.3 TCe Touch,2023,20.000 km,Yarı Otomatik,Benzin,Sedan,Mavi,1332 cc,140 hp,Önden Çekiş,"5,7 lt",50 lt
1.907.500 TL,BMW,5 Serisi,520i Executive M Sport,2015,131.000 km,Otomatik,Benzin,Sedan,Beyaz,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
1.239.999 TL,Mercedes - Benz,C,C 180 AMG,2012,200.000 km,Otomatik,Benzin,Sedan,Beyaz,1796 cc,156 hp,Arkadan İtiş,"6,7 lt",67 lt
1.439.000 TL,BMW,5 Serisi,520i Comfort,2014,149.600 km,Otomatik,Benzin,Sedan,Beyaz,1592 cc,170 hp,Arkadan İtiş,"6,7 lt",70 lt
1.095.000 TL,Honda,Civic,1.5 i-VTEC Elegance,2019,43.000 km,Otomatik,Benzin,Sedan,Beyaz,1498 cc,182 hp,Önden Çekiş,"5,7 lt",46 lt
1.168.000 TL,BMW,3 Serisi,316i M Sport,2014,190.000 km,Otomatik,Benzin,Sedan,Mavi,1598 cc,136 hp,Arkadan İtiş,"5,8 lt",60 lt
1.520.000 TL,Volkswagen,Passat,1.4 TSi BlueMotion Highline,2016,79.700 km,Otomatik,Benzin,Sedan,Beyaz,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,Belirtilmemiş,Takasa Uygun
